,title,case_id,case_no,date,year,month,day,top5
676,"Los Angeles County Flood Control Dist. v. Natural Resources Council, Inc.",677,No. 11-460,2012-12-04,2012,12,4,"permit, coates, colangelo, discharge, shah"
677,Los Angeles County v. Humphries,678,No. 09-350,2010-10-05,2010,10,5,"pincus, policy, monell, coates, city"
678,"Los Angeles v. Alameda Books, Inc.",679,No. 00-799,2001-12-04,2001,12,4,"adult, klekner, business, city, ordinance"
679,Los Angeles v. Patel,680,No. 131175,2015-03-03,2015,3,3,"goldstein, rosenkranz, records, hotel, police"
680,Loughrin v. United States,681,No. 13316,2014-04-01,2014,4,1,"bank, check, yang, reporting, russell"
681,Lozano v. Montoya Alvarez,682,No. 12820,2013-12-11,2013,12,11,"child, article, regan, return, convention"
682,Lozman v. Riviera Beach,683,No. 17-21,2018-02-27,2018,2,27,"heritage, corporation, officer, karlan, arrest"
683,Lucia v. SEC,684,No. 17-130,2018-04-23,2018,4,23,"heritage, corporation, metlitsky, officer, wall"
684,Luis v. United States,685,No. 14419,2015-11-10,2015,11,10,"money, assets, dreeben, srebnick, defendant"
685,"Lujan v. G _ G Fire Sprinklers, Inc.",686,No. 00-152,2001-02-26,2001,2,26,"seideman, prime, money, fourteenth, inc"
686,Lynch v. Dimaya,687,No. 15-1498,2017-01-17,2017,1,17,"kneedler, reporting, burglary, criminal, rosenkranz"
687,Lynch v. Morales-Santana,688,No. 15-1191,2016-11-09,2016,11,9,"broome, kneedler, citizenship, united, remedy"
688,"Mach Mining, LLC v. EEOC",689,No. 131019,2015-01-13,2015,1,13,"goldstein, eeoc, conciliation, courts, agency"
689,"Mac_s Shell Service, Inc. v. Shell Oil Products Co.",690,No. 08-240,2010-01-19,2010,1,19,"termination, constructive, contract, franchisee, franchise"
690,Madigan v. Levin,691,No. 12872,2013-10-07,2013,10,7,"theobald, scodro, adea, gera, seventh"
691,"Madigan v. Telemarketing Associates, Inc.",692,No. 01-1806,2003-03-03,2003,3,3,"copilevitz, charity, percent, huszagh, floor"
692,Madison v. Alabama,693,No. 17-7505,2018-10-02,2018,10,2,"heritage, stevenson, corporation, dementia, madison"
693,Magwood v. Patterson,694,No. 09-158,2010-03-24,2010,3,24,"second, judgment, first, fisher, new"
694,Manrique v. United States,695,No. 15-7250,2016-10-11,2016,10,11,"appeal, notice, rashkind, judgment, restitution"
695,Manuel Ayestas v. Davis,696,No. 16-6795,2017-10-30,2017,10,30,"heritage, corporation, kovarsky, keller, necessary"
696,Manuel v. Joliet,697,No. 14-9496,2016-10-05,2016,10,5,"amendment, fourth, eisenhammer, scodro, prosecution"
697,Maples v. Thomas,698,No. 10-63,2011-10-04,2011,10,4,"garre, counsel, neiman, maples, record"
698,Maracich v. Spears,699,No. 12-25,2013-01-09,2013,1,9,"clement, guerra, litigation, solicitation, information"
699,Marinello v. United States,700,No. 16-1144,2017-12-06,2017,12,6,"heritage, reporting, parker, corporation, gorsuch"
700,Markazi v. Peterson,701,No. 14770,2016-01-13,2016,1,13,"lamken, particular, assets, kagan, like"
701,Marrama v. Citizens Bank of Mass.,702,No. 05-996,2006-11-06,2006,11,6,"chapter, baker, debtor, bankruptcy, convert"
702,Marshall v. Marshall,703,No. 04-1544,2006-02-28,2006,2,28,"probate, jurisdiction, brunstad, bankruptcy, trust"
703,Martel v. Clair,704,No. 10-1265,2011-12-06,2011,12,6,"counsel, campbell, judge, waxman, clair"
704,Martin v. Franklin Capital Corp.,705,No. 04-1140,2005-11-08,2005,11,8,"heldman, reporting, company1111, chilton, removal"
705,Martinez v. Ryan,706,No. 10-1001,2011-10-04,2011,10,4,"counsel, bartels, cattani, trial, appeal"
706,Marvin M. Brandt Revocable Trust v. United States,707,No. 121173,2014-01-14,2014,1,14,"lechner, yang, easement, railroad, land"
707,Marx v. General Revenue Corp.,708,No. 11-1175,2012-11-07,2012,11,7,"costs, fees, provision, attorney, bad"
708,Maryland v. Blake,709,No. 04-373,2005-11-01,2005,11,1,"ravenell, graeff, feldman, company1111, police"
709,Maryland v. King,710,No. 12-207,2013-02-26,2013,2,26,"winfree, dreeben, person, search, fingerprints"
710,Maryland v. Pringle,711,No. 02-809,2003-11-03,2003,11,3,"bair, forster, drugs, 4th, floor"
711,Maryland v. Shatzer,712,No. 08-680,2009-10-05,2009,10,5,"davis, custody, edwards, gansler, counsel"
712,Maslenjak v. United States,713,No. 16-309,2017-04-26,2017,4,26,"parker, landau, naturalization, kagan, statement"
713,Massachusetts v. EPA,714,No. 05-1120,2006-11-29,2006,11,29,"milkey, garre, air, agency, epa"
714,Massanari v. Sigmon Coal Co.,715,No. 00-1307,2001-11-07,2001,11,7,"woodrum, successor, coal, inc, fourteenth"
715,Massaro v. United States,716,No. 01-1559,2003-02-25,2003,2,25,"counsel, trial, direct, srinivasan, fahringer"
716,"Masterpiece Cakeshop, Ltd. v. Colorado Civil Rights Comm_n",717,No. 16-111,2017-12-05,2017,12,5,"heritage, corporation, cake, speech, yarger"
717,Mata v. Lynch,718,No. 14185,2015-04-29,2015,4,29,"board, equitable, fifth, jurisdiction, reopen"
718,Match-E-Be-Nash-She-Wish Band of Pottawatomi Indians v. Patchak,719,No. 11-246,2012-04-24,2012,4,24,"title, land, action, miller, nelson"
719,"Mathias v. Worldcom Technologies, Inc.",720,No. 00-878,2001-12-05,2001,12,5,"bertocchi, contract, commission, interpretation, mcdowell"
720,Mathis v. United States,721,No. 156092,2016-04-26,2016,4,26,"descamps, burglary, approach, means, element"
721,Matrixx Initiatives v. Siracusano,722,No. 09-1156,2011-01-10,2011,1,10,"hacker, reporting, product, frederick, reports"
722,Mayle v. Felix,723,No. 04-563,2005-04-19,2005,4,19,"habeas, porter, chan, different, civil"
723,"Mayo Collaborative Services v. Prometheus Laboratories, Inc.",724,No. 10-1150,2011-12-07,2011,12,7,"patent, different, process, bress, nature"
724,Mayo Foundation for Medical Ed. and Research v. United States,725,No. 09-837,2010-11-08,2010,11,8,"olson, student, work, residents, exemption"
725,Mayorkas v. Cuellar de Osorio,726,No. 12930,2013-12-10,2013,12,10,"goldenberg, petition, conversion, automatic, date"
726,McBurney v. Young,727,No. 12-17,2013-02-20,2013,2,20,"gupta, reporting, commerce, records, information"
727,McConnell v. Federal Election Comm_n,728,No. 02-1674,2003-09-08,2003,9,8,"money, parties, national, abrams, party"
728,McCoy v. Louisiana,729,No. 16-8255,2018-01-17,2018,1,17,"waxman, lawyer, heritage, client, corporation"
729,McCreary County v. American Civil Liberties Union of Ky.,730,No. 03-1693,2005-03-02,2005,3,2,"display, commandments, ten, company1111, religious"
730,McCrory v. Harris,731,No. 15-1262,2016-12-05,2016,12,5,"map, race, politics, clement, elias"
731,McCullen v. Coakley,732,No. 121168,2014-01-15,2014,1,15,"rienzi, zone, gershengorn, speech, massachusetts"
732,McCutcheon v. Federal Election Comm_n,733,No. 12536,2013-10-08,2013,10,8,"money, verrilli, candidates, murphy, limits"
733,McDonald v. City of Chicago,734,No. 08-1521,2010-03-02,2010,3,2,"amendment, feldman, rights, second, heller"
734,McDonnell v. United States,735,No. 15474,2016-04-27,2016,4,27,"dreeben, influence, action, decision, governor"
735,McFadden v. United States,736,No. 14378,2015-04-21,2015,4,21,"illegal, defendant, russell, harrington, drug"
736,McKune v. Lile,737,No. 00-1187,2001-11-28,2001,11,28,"program, wiltanger, prison, level, garre"
737,McLane Co. v. EEOC,738,No. 15-1248,2017-02-21,2017,2,21,"reporting, discretion, standard, kinnaird, test"
738,McNeill v. United States,739,No. 10-5258,2011-04-25,2011,4,25,"offense, gordon, conviction, defendant, felony"
739,McQuiggin v. Perkins,740,No. 12-126,2013-02-25,2013,2,25,"bursch, readler, innocence, actual, diligence"
740,McWilliams v. Dunn,741,No. 16-5294,2017-04-24,2017,4,24,"expert, defense, ake, defendant, experts"
741,Meacham v. Knolls Atomic Power Laboratory,742,No. 06-1505,2008-04-23,2008,4,23,"age, burden, reasonable, waxman, russell"
742,MeadWestvaco Corp. v. Illinois Dept. of Revenue,743,No. 06-1413,2008-01-16,2008,1,16,"illinois, business, tax, barov, mead"
743,Medellin v. Dretke,744,No. 04-5928,2005-03-28,2005,3,28,"president, page, company1111, a34bda65a6f142d883ec09cfb6aa8dc6, treaty"
744,"MedImmune, Inc. v. Genentech, Inc.",745,No. 05-608,2006-10-04,2006,10,4,"mahoney, patent, kester, license, agreement"
745,Medtronic Inc. v. Boston Scientific Corp.,746,No. 121128,2013-11-05,2013,11,5,"neustadt, burden, infringement, declaratory, patent"
746,Melendez-Diaz v. Massachusetts,747,No. 07-591,2008-11-10,2008,11,10,"fisher, coakley, confrontation, test, defendant"
747,Mellouli v. Holder,748,No. 131034,2015-01-14,2015,1,14,"drug, laramore, kovner, substance, approach"
748,Menominee Tribe of Wis. v. United States,749,No. 14510,2015-12-01,2015,12,1,"class, strommer, tribe, action, claims"
749,"Merck KGaA v. Integra Lifesciences I, LTD.",750,No. 03-1237,2005-04-20,2005,4,20,"drug, flores, rosenkranz, merck, research"
750,Merck _ Co. v. Reynolds,751,No. 08-905,2009-11-30,2009,11,30,"shanmugam, discovery, plaintiff, inquiry, information"
751,Meredith v. Jefferson County Bd. of Ed.,752,No. 05-915,2006-12-04,2006,12,4,"school, schools, board, mellen, plan"
752,"Merit Management Group, LP v. FTI Consulting, Inc.",753,No. 16-784,2017-11-06,2017,11,6,"transfer, walsh, heritage, corporation, trustee"
753,"Merrill Lynch, Pierce, Fenner _ Smith Inc. v. Manning",754,No. 141132,2015-12-01,2015,12,1,"hacker, new, complaint, jersey, duty"
754,"Merrill Lynch, Pierce, Fenner _ Smith, Inc. v. Dabit",755,No. 04-1371,2006-01-18,2006,1,18,"frederick, claims, connection, stevens, purchase"
755,Messerschmidt v. Millender,756,No. 10-704,2011-12-05,2011,12,5,"wolfson, warrant, officer, coates, cause"
756,Metrish v. Lancaster,757,No. 12-547,2013-04-24,2013,4,24,"michigan, mogill, supreme, bursch, capacity"
757,"Metro-Goldwyn-Mayer Studios Inc. v. Grokster, Ltd.",758,No. 04-480,2005-03-29,2005,3,29,"verrilli, taranto, sony, infringing, clement"
758,Metropolitan Life Ins. Co. v. Glenn,759,No. 06-923,2008-04-23,2008,4,23,"conflict, posner, decision, rosenkranz, reasonableness"
759,Meyer v. Holly,760,No. 01-112010,2002-12-03,2002,12,3,"benedon, broker, corporation, schwemm, meyer"
760,Michael A. Watson v. United States,761,No. 06-571,2007-10-09,2007,10,9,"use, gun, koch, maynard, transaction"
761,Michael Rivera. v. Illinois,762,No. 07-9995,2009-02-23,2009,2,23,"error, jury, juror, illinois, violation"
762,Michigan v. Bay Mills Indian Community,763,No. 12515,2013-12-02,2013,12,2,"immunity, indian, bursch, tribe, lands"
763,Michigan v. Bryant,764,No. 09-150,2010-10-05,2010,10,5,"van, hoek, reporting, police, emergency"
764,Michigan v. EPA,765,No. 1446,2015-03-25,2015,3,25,"costs, appropriate, verrilli, agency, health"
765,Mickens v. Taylor,766,No. 00-9285,2001-11-05,2001,11,5,"conflict, wagner, judge, reporting, inc"
766,Microsoft Corp. v. AT_T Corp.,767,No. 05-1056,2007-02-21,2007,2,21,"component, disk, code, olson, waxman"
767,Microsoft Corp. v. Baker,768,No. 15-457,2017-03-21,2017,3,21,"reporting, appeal, class, stris, plaintiffs"
768,Microsoft Corp. v. i4i Ltd. Partnership,769,No. 10-290,2011-04-18,2011,4,18,"patent, standard, clear, burden, presumption"
769,"Midland Funding, LLC v. Johnson",770,No. 16-348,2017-01-17,2017,1,17,"bankruptcy, reporting, debt, geyser, defense"
770,"Milavetz, Gallop _ Milavetz, P.A. v. United States",771,No. 08-1119,2009-12-01,2009,12,1,"bankruptcy, brunstad, debt, attorney, jay"
771,Millbrook v. United States,772,No. 11-10362,2013-02-19,2013,2,19,"enforcement, officers, officer, scope, bucholtz"
772,Miller v. Alabama,773,No. 10-9646,2012-03-20,2012,3,20,"stevenson, life, parole, neiman, sentence"
773,Miller-El v. Cockrell,774,No. 01-7662,2002-10-16,2002,10,16,"jurors, trial, judge, waxman, juror"
774,Miller-El v. Dretke,775,No. 03-9659,2004-12-06,2004,12,6,"bunn, jurors, death, penalty, stevens"
775,Milner v. Department of Navy,776,No. 09-1163,2010-12-01,2010,12,1,"yang, exemption, personnel, agency, crooker"
776,"Mims v. Arrow Financial Services, LLC",777,No. 10-1195,2011-11-28,2011,11,28,"action, jurisdiction, nelson, garre, cause"
777,Ministry of Defense and Support for Armed Forces of Islamic Republic of Iran v. Elahi,778,No. 07-615,2009-01-12,2009,1,12,"iran, tribunal, judgment, cubic, phillips"
778,Minneci v. Pollard,779,No. 10-1104,2011-11-01,2011,11,1,"bivens, preis, remedy, franklin, remedies"
779,Minnesota Voters Alliance v. Mansky,780,No. 16-1435,2018-02-28,2018,2,28,"breemer, political, heritage, corporation, rogan"
780,"Mississippi, Inc. ex rel. Hood v. AU Optronics Corp.",781,No. 121036,2013-11-06,2013,11,6,"action, massey, attorney, class, claims"
781,Missouri v. Frye,782,No. 10-444,2011-10-31,2011,10,31,"plea, queener, trial, guilty, counsel"
782,Missouri v. McNeely,783,No. 11-1425,2013-01-09,2013,1,9,"warrant, reporting, shapiro, blood, test"
783,Missouri v. Siebert,784,No. 02-1371,2003-12-09,2003,12,9,"statement, miranda, mitchell, bartholow, inc"
784,Mohamad v. Palestinian Authority,785,No. 11-88,2012-02-28,2012,2,28,"individual, person, word, united, ferguson"
785,"Mohawk Industries, Inc. v. Carpenter",786,No. 08-678,2009-10-05,2009,10,5,"appeal, attorneyclient, resnik, important, judgment"
786,"Mohawk Industries, Inc. v. Williams",787,No. 05-465,2006-04-26,2006,4,26,"enterprise, phillips, individuals, corporation, mohawk"
787,Molina-Martinez v. United States,788,No. 148913,2016-01-12,2016,1,12,"reporting, crooks, judge, guidelines, defendant"
788,Moncrieffe v. Holder,789,No. 11-702,2012-10-10,2012,10,10,"goldstein, felony, conviction, look, provision"
789,Monsanto Co. v. Geertson Seed Farms,790,No. 09-475,2010-04-27,2010,4,27,"robbins, injunction, reporting, agency, garre"
790,Montana v. Wyoming,791,No. 137,2011-01-10,2011,1,10,"water, use, beneficial, bullock, montana"
791,Montanile v. Board of Trustees of Nat. Elevator Industry Health Benefit Plan,792,No. 14723,2015-11-09,2015,11,9,"equity, stris, equitable, plan, katyal"
792,Montejo v. Louisiana,793,No. 07-1529,2009-01-13,2009,1,13,"lawyer, counsel, defendant, jackson, police"
793,Montgomery v. Louisiana,794,No. 14280,2015-10-13,2015,10,13,"reporting, duncan, teague, miller, jurisdiction"
794,Moore v. Texas,795,No. 15-797,2016-11-29,2016,11,29,"standards, texas, sloan, factors, current"
795,Morgan Stanley Capital Group Inc. v. Public Utility Distr. No. 1 of Snohomish Cty.,796,No. 06-1457,2008-02-19,2008,2,19,"market, ferc, reporting, contracts, contract"
796,Morrison v. National Australia Bank Ltd.,797,No. 08-1191,2010-03-29,2010,3,29,"dubbs, united, australia, test, foreign"
797,Morse v. Frederick,798,No. 06-278,2007-03-19,2007,3,19,"school, reporting, starr, speech, tinker"
798,"Moseley v. V. Secret Catalogue, Inc.",799,No. 01-1015,2002-11-12,2002,11,12,"mark, dellinger, dilution, higgins, secret"
799,Mount Lemmon Fire Dist. v. John Guido,800,No. 17-587,2018-10-01,2018,10,1,"heritage, corporation, agent, rosenkranz, employer"
800,Muehler v. Mena,801,No. 03-1423,2004-12-08,2004,12,8,"jury, company1111, search, phillips, hoffman"
801,Muhammad v. Close,802,No. 02-9065,2003-12-01,2003,12,1,"beckwith, casey, heck, sixth, prison"
802,Munaf v. Geren,803,No. 06-1666,2008-03-25,2008,3,25,"margulies, reporting, garre, united, habeas"
803,Murphy v. Smith,804,No. 16-1067,2017-12-06,2017,12,6,"percent, banner, heritage, fees, corporation"
804,Murr v. Wisconsin,805,No. 15-214,2017-03-20,2017,3,20,"lot, groen, property, lots, look"
805,Musacchio v. United States,806,No. 141095,2015-11-30,2015,11,30,"jaffe, jury, martinez, indictment, limitations"
806,Mutual Pharmaceutical Co. v. Bartlett,807,No. 12-142,2013-03-19,2013,3,19,"reporting, warning, drug, fda, frederick"
807,"M_G Polymers USA, LLC v. Tackett",808,No. 131010,2014-11-10,2014,11,10,"contract, benefits, agreement, clark, interpretation"
808,NASA v. Nelson,809,No. 09-530,2010-10-05,2010,10,5,"katyal, stormer, information, questions, form"
809,National Assn. of Home Builders v. Defenders of Wildlife,810,No. 06-340,2007-04-17,2007,4,17,"epa, species, glitzenstein, kneedler, agreement"
810,National Assn. of Mfrs. v. Department of Defense,811,No. 16-299,2017-10-11,2017,10,11,"heritage, kovner, limitation, corporation, limitations"
811,National Cable _ Telecommunications Assn. v. Brand X Internet Services,812,No. 04-277,2005-03-29,2005,3,29,"service, telecommunications, company1111, information, hungar"
812,"National Cable _ Telecommunications Assn., Inc. v. Gulf Power Co.",813,No. 00-832,2001-10-02,2001,10,2,"cable, steindler, service, rate, inc"
813,National Federation of Independent Business v. Sebelius,814,No. 11-393,2012-03-28,2012,3,28,"kneedler, provision, provisions, clement, coverage"
814,National Institute of Family and Life Advocates v. Becerra,815,No. 16-1140,2018-03-20,2018,3,20,"heritage, corporation, klein, farris, women"
815,National Meat Assn. v. Harris,816,No. 10-224,2011-11-09,2011,11,9,"animals, scope, smith, slaughterhouse, nonambulatory"
816,National Park Hospitality Assn. v. Department of Interior,817,No. 02-196,2003-03-04,2003,3,4,"geller, contracts, contract, elwood, 4th"
817,National Railroad Passenger Corporation v. Morgan,818,No. 00-1614,2002-01-09,2002,1,9,"englert, price, days, hostile, environment"
818,"Nautilus, Inc. v. Biosig Instruments, Inc.",819,No. 13369,2014-04-28,2014,4,28,"patent, harris, vandenberg, construction, reasonable"
819,Nebraska v. Parker,820,No. 141406,2016-01-20,2016,1,20,"reservation, tribe, smith, authority, clement"
820,Negusie v. Mukasey,821,No. 07-499,2008-11-05,2008,11,5,"pincus, katsas, fedorenko, persecution, language"
821,Nelson v. Campbell,822,No. 03-6821,2004-03-29,2004,3,29,"newsom, stevenson, reporting, inc, execution"
822,Nelson v. Colorado,823,No. 15-1256,2017-01-09,2017,1,9,"money, banner, yarger, colorado, conviction"
823,Nevada Comm_n on Ethics v. Carrigan,824,No. 10-568,2011-04-27,2011,4,27,"elwood, rosenkranz, amendment, relationship, commission"
824,Nevada Dept. of Human Resources v. Hibbs,825,No. 01-1368,2003-01-15,2003,1,15,"taggart, discrimination, women, family, equal"
825,Nevada v. Hicks,826,No. 99-1994,2001-03-21,2001,3,21,"tribal, howle, anaya, inc, fourteenth"
826,New Hampshire v. Maine,827,No. 130,2001-04-16,2001,4,16,"decree, river, line, hampshire, boundary"
827,New Jersey v. Delaware,828,No. 134,2007-11-27,2007,11,27,"new, jersey, riparian, frederick, farr"
828,New Prime Inc. v. Oliveira,829,No. 17-340,2018-10-03,2018,10,3,"employment, heritage, contract, corporation, independent"
829,"New Process Steel, L. P. v. NLRB",830,No. 08-1457,2010-03-23,2010,3,23,"board, members, richie, group, katyal"
830,"New York State Board of Elections, ET AL. v. Margarita Lopez Torres, ET AL.",831,No. 06-766,2007-10-03,2007,10,3,"party, schwarz, reporting, election, delegates"
831,New York Times Co. v. Tasini,832,No. 00-201,2001-03-28,2001,3,28,"article, gold, inc, fourteenth, depo"
832,New York v. FERC,833,No. 00-568,2001-10-03,2001,10,3,"transmission, ferc, retail, jurisdiction, sale"
833,Nichols v. United States,834,No. 155238,2016-03-01,2016,3,1,"gannon, jurisdiction, kansas, hansmeier, involved"
834,Nielsen v. Preap,835,No. 16-1363,2018-10-10,2018,10,10,"tripp, heritage, corporation, wang, custody"
835,Nijhawan v. Holder,836,No. 08-495,2009-04-27,2009,4,27,"reporting, loss, gannon, offense, fraud"
836,"Nike, Inc. v. Kasky",837,No. 02-575,2003-04-23,2003,4,23,"hoeber, california, tribe, speech, 4th"
837,Nixon v. Missouri Municipal League,838,No. 02-1238,2004-01-12,2004,1,12,"strauss, entity, reporting, inc, private"
838,Nken v. Mukasey,839,No. 08-681,2009-01-21,2009,1,21,"stay, standard, removal, harrison, order"
839,NLRB v. Canning,840,No. 121281,2014-01-13,2014,1,13,"recess, senate, verrilli, president, session"
840,"NLRB v. Kentucky River Community Care, Inc.",841,No. 99-1815,2001-02-21,2001,2,21,"hawkins, board, judgment, fourteenth, depo"
841,"NLRB v. SW General, Inc.",842,No. 15-1251,2016-11-07,2016,11,7,"reporting, president, dvoretzky, person, interpretation"
842,Norfolk Shipbuilding _ Drydock Corp. v. Garris,843,No. 00-346,2001-04-18,2001,4,18,"odonnell, ferrini, maritime, death, reporting"
843,Norfolk Southern R. Co. v. Sorrell,844,No. 05-746,2006-10-10,2006,10,10,"cause, negligence, instruction, proximate, phillips"
844,Norfolk _ Western R. Co. v. Ayers,845,No. 01-963,2002-11-06,2002,11,6,"cancer, lazarus, asbestosis, phillips, fear"
845,North Carolina State Bd. of Dental Examiners v. FTC,846,No. 13534,2014-10-14,2014,10,14,"board, mooppan, private, stewart, dentists"
846,Northern Ins. Co. of N. Y. v. Chatham County,847,No. 04-1618,2006-03-01,2006,3,1,"immunity, sovereign, county, hart, counties"
847,Northwest Austin Municipal Util. Dist. No. One v. Holder,848,No. 08-322,2009-04-29,2009,4,29,"coleman, section, jurisdictions, discrimination, katyal"
848,"Northwest, Inc. v. Ginsberg",849,No. 12462,2013-12-03,2013,12,3,"contract, rosenbaum, covenant, parties, airline"
849,Norton v. Southern Utah Wilderness Alliance,850,No. 03-101,2004-03-29,2004,3,29,"agency, action, kneedler, smith, inc"
850,"NRG Power Marketing, LLC v. Maine Pub. Util. Comm’n",851,No. 08-674,2009-11-03,2009,11,3,"contract, standard, parties, blumenthal, rate"
851,OBB Personenverkehr AG v. Sachs,852,No. 131067,2015-10-05,2015,10,5,"united, fisher, basombrio, jurisdiction, commercial"
852,Obergefell v. Hodges,853,No. 14556,2015-04-28,2015,4,28,"marriage, hallwarddriemeier, whalen, recognize, marriages"
853,Ocasio v. United States,854,No. 14361,2015-10-06,2015,10,6,"conspiracy, davis, kedem, extortion, property"
854,"Octane Fitness, LLC v. Icon Health _ Fitness, Inc.",855,No. 121184,2014-02-26,2014,2,26,"phillips, patent, litigation, standard, injustice"
855,Office of Independent Counsel v. Favish,856,No. 02-954,2003-12-03,2003,12,3,"privacy, favish, interest, inc, millett"
856,Office of Sen. Mark Dayton v. Hanson,857,No. 06-618,2007-04-24,2007,4,24,"legislative, manning, office, speech, senator"
857,Ohio v. American Express Co.,858,No. 16-1454,2018-02-26,2018,2,26,"heritage, market, corporation, price, chesler"
858,Ohio v. Clark,859,No. 131352,2015-03-02,2015,3,2,"fisher, child, teacher, ohio, meyer"
859,"Oil States Energy Services, LLC v. Greene_s Energy Group, LLC",860,No. 16-712,2017-11-27,2017,11,27,"patent, heritage, corporation, stewart, gorsuch"
860,Olympic Airways v. Husain,861,No. 02-1348,2003-11-12,2003,11,12,"accident, harakas, passenger, inc, convention"
861,"Omnicare, Inc. v. Laborers Dist. Council Constr. Industry Pension Fund",862,No. 13435,2014-11-03,2014,11,3,"statement, basis, opinion, reasonable, shanmugam"
862,"Oneok, Inc. v. Learjet, Inc.",863,No. 13271,2015-01-12,2015,1,12,"ferc, wholesale, retail, katyal, preemption"
863,Ontario v. Quon,864,No. 08-1332,2010-04-19,2010,4,19,"dammeier, privacy, messages, expectation, policy"
864,Oregon v. Guzek,865,No. 04-928,2005-12-07,2005,12,7,"wolf, oregon, jury, williams, supreme"
865,Oregon v. Ice,866,No. 07-901,2008-10-14,2008,10,14,"jury, lannet, reporting, judge, sentence"
866,Orff v. United States,867,No. 03-1566,2005-02-23,2005,2,23,"united, suit, contract, page, water"
867,Ortiz v. Jordan,868,No. 09-737,2010-11-01,2010,11,1,"judgment, mills, trial, mizer, summary"
868,Osborn v. Haley,869,No. 05-593,2006-10-30,2006,10,30,"scope, grant, reporting, employment, hallwarddriemeier"
869,Overton v. Bazzetta,870,No. 02-94,2003-03-26,2003,3,26,"labelle, casey, floor, prison, children"
870,Owasso Independent School Dist. No. I-011 v. Falvo,871,No. 00-1073,2001-11-27,2001,11,27,"teacher, record, grade, wright, student"
871,Oxford Health Plans LLC v. Sutter,872,No. 12-135,2013-03-25,2013,3,25,"arbitrator, class, arbitration, katz, reporting"
872,Pace v. DiGuglielmo,873,No. 03-9627,2005-02-28,2005,2,28,"wycoff, eisenberg, petition, pennsylvania, exceptions"
873,"Pacific Bell Telephone Co. v. linkLine Communications, Inc.",874,No. 07-512,2008-12-08,2008,12,8,"price, duty, blecher, deal, squeeze"
874,"Pacific Operators Offshore, LLP v. Valladolid",875,No. 10-507,2011-10-11,2011,10,11,"shelf, clement, longshore, workers, frederick"
875,"Pacificare Health Systems, Inc. v. Book",876,No. 02-215,2003-02-24,2003,2,24,"whatley, arbitration, arbitrator, damages, floor"
876,Packingham v. North Carolina,877,No. 15-1194,2017-02-27,2017,2,27,"goldberg, montgomery, amendment, sites, facebook"
877,Padilla v. Kentucky,878,No. 08-651,2009-10-13,2009,10,13,"defendant, lawyer, kinnaird, consequences, counsel"
878,Palazzolo v. Rhode Island,879,No. 99-2047,2001-02-26,2001,2,26,"burling, property, inc, fourteenth, depo"
879,Panetti v. Quarterman,880,No. 06-6407,2007-04-18,2007,4,18,"wiercioch, cruz, ford, panetti, petition"
880,Parents Involved in Community Schools v. Seattle School District,881,No. 05-908,2006-12-04,2006,12,4,"school, schools, madden, korrell, race"
881,Paroline v. United States,882,No. 128561,2014-01-22,2014,1,22,"cassell, dreeben, restitution, amount, defendant"
882,Pasquantino v. United States,883,No. 03-725,2004-11-09,2004,11,9,"dreeben, tax, foreign, revenue, brill"
883,Patchak v. Zinke,884,No. 16-498,2017-11-07,2017,11,7,"heritage, corporation, gant, oconnell, jurisdiction"
884,Peake v. Sanders,885,No. 07-1209,2008-12-08,2008,12,8,"notice, miller, veterans, error, first"
885,Pearson v. Callahan,886,No. 07-751,2008-10-14,2008,10,14,"police, officer, metzler, confidential, consent"
886,Pena-Rodriguez v. Colorado,887,No. 15-606,2016-10-11,2016,10,11,"race, reporting, fisher, bias, jury"
887,Pennsylvania State Police v. Suders,888,No. 03-95,2004-03-31,2004,3,31,"discharge, constructive, employer, bailey, employee"
888,Penry v. Johnson,889,No. 00-6677,2001-03-27,2001,3,27,"instruction, jury, penry, smith, inc"
889,Pepper v. United States,890,No. 09-6822,2010-12-06,2010,12,6,"judge, guidelines, sentence, parrish, mcleese"
890,Perdue v. Kenny A.,891,No. 08-970,2009-10-14,2009,10,14,"cohen, rate, clement, judge, lodestar"
891,Perez v. Mortgage Bankers Assn.,892,No. 131041,2014-12-01,2014,12,1,"interpretation, interpretative, kneedler, agency, regulation"
892,Permanent Mission of India to United Nations v. City of New York,893,No. 06-134,2007-04-24,2007,4,24,"property, lien, cardozo, howley, interest"
893,Perry v. Merit Systems Protection Bd.,894,No. 16-399,2017-04-17,2017,4,17,"landau, fletcher, discrimination, board, civil"
894,Perry v. New Hampshire,895,No. 10-8974,2011-11-02,2011,11,2,"police, guerriero, process, due, witness"
895,Perry v. Perez,896,No. 11-713,2012-01-09,2012,1,9,"plan, section, garza, clement, look"
896,"Petrella v. Metro-Goldwyn-Mayer, Inc.",897,No. 121315,2014-01-21,2014,1,21,"laches, limitations, copyright, years, equitable"
897,Peugh v. United States,898,No. 12-62,2013-02-26,2013,2,26,"guidelines, reporting, sentence, feigin, range"
898,"PGA Tour, Inc. v. Martin",899,No. 00-24,2001-01-17,2001,1,17,"farr, public, reardon, accommodation, rules"
899,Pharmaceutical Research and Mfrs. of America v. Concannon,900,No. 01-188,2003-01-22,2003,1,22,"secretary, hagler, phillips, maine, program"
900,Philip Morris USA Inc. v. Williams,901,No. 07-1216,2008-12-03,2008,12,3,"instruction, shapiro, peck, oregon, supreme"
